git,date,notes,freq,area,power,instrets,cycles,ifu wait,lsu wait,load seen,store seen,system seen,calc seen,jump seen,branch seen,branch taken,icache misses,icache hits
5981c001767c4524d34deccc7aa6b7a8d1ce95d1,2026-01-26T00:18:04,text,507.068,13112.400000,1.843e+00,202436124,4637442986,3269527463,1165479398,16381879,7367772,70,121593122,4179999,52913282,38588808,-,-
